IDFR;DT_REF;IN_EVS;EST_CVL;CLS_GNR;RGAO_GEO;SGM_CLI;VL_SLR_MSL;QT_PRD_COM_BB;TMP_RLC_COM_BB;CTGR_MC_EPGR;RAMO_MC_EPGR;NM_CTRA;VL_CST_SVR;FXA_IDD;QT_RCLM_CLI;PRI_ATDT_CLI
3350;2023-11-01;0.0;CASADO;M;SUDESTE;2.0;6790.0;6.0;0.0;ATACADO;SERVICOS;PERSONALIZADO;36.32;30-39;;0.0
1947;2023-11-01;1.0;SOLTEIRO;F;SUDESTE;3.0;3390.0;5.0;0.0;ATACADO;COMERCIO;NEGOCIAL;11.33;40-49;;0.0
3957;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;3.0;920.0;3.0;12.0;ATACADO;COMERCIO;NEGOCIAL;14.54;30-39;;0.0
11088;2023-11-01;0.0;CASADO;M;CENTRO-OESTE;2.0;4810.0;15.0;13.0;VAREJO;SERVICOS;PERSONALIZADO;87.08;40-49;;0.0
2851;2023-12-01;0.0;CASADO;F;SUDESTE;3.0;3520.0;4.0;0.0;ATACADO;COMERCIO;NEGOCIAL;21.18;50-59;;0.0
9847;2023-10-01;0.0;SOLTEIRO;F;NORDESTE;3.0;1630.0;9.0;2.0;ATACADO;COMERCIO;NEGOCIAL;26.65;50-59;;0.0
7931;2023-12-01;1.0;CASADO;M;SUDESTE;2.0;3750.0;9.0;22.0;VAREJO;INDUSTRIA;NEGOCIAL;16.8;50-59;;0.0
536;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;4.0;1740.0;3.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;84.71;20-29;;0.0
1385;2023-11-01;0.0;SOLTEIRO;F;NORDESTE;3.0;2990.0;4.0;4.0;VAREJO;SERVICOS;AGRO;40.41;30-39;;0.0
846;2023-12-01;0.0;SOLTEIRO;F;CENTRO-OESTE;4.0;950.0;8.0;3.0;ATACADO;SERVICOS;PERSONALIZADO;74.12;30-39;;0.0
1784;2023-10-01;0.0;SEPARADO;M;SUL;4.0;1640.0;6.0;9.0;ATACADO;INDUSTRIA;NEGOCIAL;59.58;30-39;;0.0
685;2023-10-01;1.0;SOLTEIRO;F;SUDESTE;2.0;4910.0;2.0;4.0;VAREJO;SERVICOS;NEGOCIAL;193.87;20-29;;0.0
224;2023-12-01;0.0;SOLTEIRO;F;NORTE;1.0;2790.0;13.0;10.0;VAREJO;SERVICOS;NEGOCIAL;148.37;20-29;0.0;0.0
6266;2023-10-01;;;;;;;12.0;20.0;ATACADO;INDUSTRIA;NEGOCIAL;67.59;;;
4606;2023-10-01;0.0;CASADO;M;NORDESTE;3.0;2380.0;8.0;1.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;27.82;30-39;;0.0
9787;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;2.0;2260.0;11.0;14.0;ATACADO;SERVICOS;ESTILO_A;79.42;30-39;;0.0
5604;2023-10-01;1.0;SOLTEIRO;F;CENTRO-OESTE;2.0;2990.0;11.0;2.0;ATACADO;INDUSTRIA;ESTILO_A;46.97;20-29;;0.0
2411;2023-11-01;1.0;SOLTEIRO;M;SUL;2.0;7900.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;11.71;50-59;;0.0
11308;2023-11-01;0.0;CASADO;F;CENTRO-OESTE;2.0;4220.0;13.0;8.0;ATACADO;COMERCIO;EXCLUSIVO_B;36.72;30-39;0.0;0.0
3769;2023-11-01;;;;;;;15.0;20.0;ATACADO;INDUSTRIA;NEGOCIAL;250.2;;;
4127;2023-11-01;0.0;CASADO;F;NORDESTE;1.0;9080.0;37.0;40.0;ATACADO;SERVICOS;NEGOCIAL;238.43;60-69;;0.0
4094;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;4.0;1640.0;5.0;22.0;ATACADO;INDUSTRIA;NEGOCIAL;19.03;40-49;;0.0
7374;2023-11-01;1.0;CASADO;F;SUDESTE;3.0;2810.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;11.13;30-39;;0.0
7965;2023-10-01;0.0;CASADO;M;NORDESTE;3.0;1960.0;8.0;22.0;VAREJO;SERVICOS;EXCLUSIVO_B;38.38;50-59;;0.0
5218;2023-12-01;;;;;;;;;;;OUTROS;;;;
4664;2023-11-01;0.0;SOLTEIRO;F;SUDESTE;4.0;2420.0;5.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;41.25;20-29;;0.0
1693;2023-12-01;1.0;SOLTEIRO;M;NORDESTE;3.0;3100.0;5.0;13.0;VAREJO;INDUSTRIA;NEGOCIAL;11.76;30-39;;0.0
11035;2023-10-01;0.0;SOLTEIRO;M;SUL;2.0;4220.0;6.0;15.0;ATACADO;INDUSTRIA;NEGOCIAL;35.72;30-39;;0.0
11178;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;3.0;4000.0;12.0;12.0;ATACADO;COMERCIO;ESTILO_B;36.83;30-39;;0.0
6561;2023-11-01;0.0;SOLTEIRO;F;SUDESTE;4.0;990.0;8.0;12.0;VAREJO;SERVICOS;NEGOCIAL;14.58;40-49;;0.0
2431;2023-10-01;;;;;;;36.0;52.0;ATACADO;SERVICOS;NEGOCIAL;216.96;;;
4251;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;4.0;2670.0;4.0;5.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;17.37;40-49;;0.0
9726;2023-10-01;1.0;SOLTEIRO;M;SUL;3.0;3310.0;5.0;21.0;VAREJO;SERVICOS;NEGOCIAL;5.7;40-49;;0.0
2553;2023-10-01;1.0;SOLTEIRO;F;NORTE;3.0;2300.0;4.0;25.0;VAREJO;COMERCIO;NEGOCIAL;5.71;40-49;;0.0
5647;2023-12-01;;;;;;;13.0;19.0;VAREJO;SERVICOS;NEGOCIAL;195.2;;;
11219;2023-12-01;1.0;SOLTEIRO;M;NORDESTE;4.0;1990.0;4.0;0.0;ATACADO;COMERCIO;NEGOCIAL;19.38;40-49;;0.0
6248;2023-12-01;0.0;CASADO;F;NORDESTE;2.0;2080.0;6.0;6.0;ATACADO;SERVICOS;NEGOCIAL;123.96;90-max;;0.0
5347;2023-12-01;1.0;CASADO;M;SUDESTE;3.0;5200.0;7.0;12.0;VAREJO;INDUSTRIA;EXCLUSIVO_B;18.86;40-49;0.0;0.0
2821;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;4.0;2490.0;4.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;14.19;20-29;;0.0
4435;2023-11-01;0.0;SOLTEIRO;M;SUL;3.0;2780.0;4.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;26.32;20-29;;0.0
10319;2023-10-01;0.0;CASADO;M;NORDESTE;4.0;1320.0;5.0;3.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;135.15;20-29;;0.0
874;2023-11-01;;;;;;;10.0;42.0;ATACADO;SERVICOS;EXCLUSIVO_A;197.42;;;
9181;2023-10-01;;;;;;;18.0;43.0;ATACADO;SERVICOS;NEGOCIAL;105.88;;;
4548;2023-10-01;1.0;SEPARADO;F;SUDESTE;3.0;1780.0;6.0;17.0;VAREJO;INDUSTRIA;NEGOCIAL;5.77;40-49;;0.0
3878;2023-10-01;1.0;SEPARADO;M;SUDESTE;4.0;1290.0;3.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;5.61;20-29;;0.0
10822;2023-10-01;1.0;SOLTEIRO;M;NORDESTE;2.0;3190.0;8.0;24.0;ATACADO;INDUSTRIA;NEGOCIAL;10.21;40-49;;0.0
5535;2023-11-01;;;;;;;;;;;OUTROS;;;;
8010;2023-11-01;1.0;SOLTEIRO;F;CENTRO-OESTE;3.0;2180.0;6.0;0.0;VAREJO;SERVICOS;NEGOCIAL;15.14;20-29;0.0;0.0
8552;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;2780.0;4.0;3.0;ATACADO;SERVICOS;NEGOCIAL;17.7;20-29;;0.0
7097;2023-12-01;0.0;SOLTEIRO;M;SUL;4.0;2270.0;12.0;3.0;ATACADO;INDUSTRIA;NEGOCIAL;37.26;40-49;0.0;0.0
3987;2023-10-01;;;;;;;;;;;OUTROS;;;;
3982;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;2.0;4840.0;5.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;13.75;30-39;0.0;0.0
2334;2023-10-01;1.0;CASADO;M;SUL;2.0;3660.0;6.0;3.0;VAREJO;INDUSTRIA;PERSONALIZADO;7.67;40-49;11.0;1.0
212;2023-11-01;1.0;SOLTEIRO;F;SUL;2.0;4950.0;8.0;2.0;VAREJO;SERVICOS;NEGOCIAL;168.19;30-39;;0.0
3175;2023-11-01;1.0;CASADO;M;SUDESTE;3.0;4570.0;4.0;20.0;ATACADO;SERVICOS;NEGOCIAL;11.25;40-49;;0.0
6662;2023-12-01;0.0;SOLTEIRO;M;SUL;3.0;3960.0;3.0;2.0;ATACADO;INDUSTRIA;NEGOCIAL;27.4;30-39;;0.0
2801;2023-11-01;0.0;SOLTEIRO;F;CENTRO-OESTE;1.0;8210.0;14.0;23.0;ATACADO;SERVICOS;NEGOCIAL;81.47;60-69;;0.0
9584;2023-12-01;0.0;CASADO;F;NORDESTE;3.0;5580.0;3.0;0.0;VAREJO;COMERCIO;NEGOCIAL;17.42;30-39;;0.0
9376;2023-11-01;;;;;;;;;;;OUTROS;;;;
9724;2023-12-01;0.0;SOLTEIRO;F;SUDESTE;4.0;1450.0;4.0;0.0;ATACADO;COMERCIO;NEGOCIAL;15.95;20-29;;0.0
7022;2023-11-01;1.0;CASADO;F;SUL;4.0;1940.0;11.0;15.0;VAREJO;SERVICOS;EXCLUSIVO_B;18.26;50-59;;0.0
4087;2023-10-01;0.0;SOLTEIRO;F;CENTRO-OESTE;4.0;1150.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;7.01;20-29;;0.0
7566;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;4.0;1900.0;6.0;12.0;ATACADO;COMERCIO;NEGOCIAL;35.71;50-59;2.0;1.0
9973;2023-12-01;1.0;CASADO;F;CENTRO-OESTE;4.0;2150.0;3.0;10.0;VAREJO;SERVICOS;NEGOCIAL;11.13;30-39;;0.0
7343;2023-11-01;;;;;;;;;;;OUTROS;;;;
10530;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;4.0;1180.0;4.0;16.0;ATACADO;INDUSTRIA;NEGOCIAL;11.45;50-59;;0.0
262;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;4.0;1560.0;5.0;1.0;VAREJO;INDUSTRIA;NEGOCIAL;7.79;10-19;0.0;0.0
5719;2023-11-01;;;;;;;12.0;19.0;ATACADO;INDUSTRIA;PERSONALIZADO;185.48;;;
1692;2023-12-01;1.0;SOLTEIRO;M;CENTRO-OESTE;4.0;4200.0;4.0;0.0;VAREJO;INDUSTRIA;NEGOCIAL;5.69;20-29;;0.0
7581;2023-11-01;0.0;SOLTEIRO;M;NORTE;2.0;3340.0;7.0;24.0;VAREJO;SERVICOS;NEGOCIAL;31.21;40-49;;0.0
4896;2023-10-01;0.0;SOLTEIRO;F;SUDESTE;4.0;1350.0;7.0;2.0;ATACADO;COMERCIO;EXCLUSIVO_A;22.87;40-49;0.0;0.0
2315;2023-11-01;0.0;SOLTEIRO;F;SUDESTE;4.0;2360.0;5.0;1.0;VAREJO;INDUSTRIA;AGRO;19.01;20-29;;0.0
11275;2023-12-01;0.0;SEPARADO;M;SUL;2.0;390.0;19.0;28.0;ATACADO;SERVICOS;NEGOCIAL;107.33;70-79;;0.0
2795;2023-11-01;;;;;;;17.0;20.0;ATACADO;SERVICOS;NEGOCIAL;142.4;;;
499;2023-12-01;1.0;SOLTEIRO;M;SUL;4.0;2280.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;11.13;20-29;;0.0
8165;2023-11-01;1.0;SOLTEIRO;F;SUDESTE;2.0;5120.0;5.0;2.0;ATACADO;COMERCIO;ESTILO_B;29.23;40-49;;0.0
3851;2023-10-01;1.0;CASADO;F;CENTRO-OESTE;4.0;1300.0;3.0;14.0;ATACADO;COMERCIO;NEGOCIAL;5.61;30-39;;0.0
7266;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;4.0;1860.0;6.0;17.0;VAREJO;SERVICOS;NEGOCIAL;14.37;30-39;;0.0
1172;2023-11-01;;;;;;;17.0;45.0;ATACADO;SERVICOS;NEGOCIAL;224.6;;;
6728;2023-11-01;0.0;SOLTEIRO;M;SUL;2.0;7130.0;11.0;9.0;ATACADO;SERVICOS;AGRO;256.45;40-49;;0.0
11360;2023-10-01;0.0;CASADO;M;SUL;2.0;6770.0;16.0;11.0;ATACADO;INDUSTRIA;NEGOCIAL;219.9;30-39;;0.0
3413;2023-12-01;;;;;;;;;;;OUTROS;;;;
8655;2023-11-01;1.0;SOLTEIRO;F;SUDESTE;3.0;2050.0;4.0;0.0;VAREJO;SERVICOS;NEGOCIAL;11.5;20-29;;0.0
1779;2023-12-01;;;;;;;15.0;26.0;VAREJO;SERVICOS;NEGOCIAL;268.73;;;
6356;2023-10-01;1.0;CASADO;M;SUDESTE;2.0;4070.0;9.0;15.0;VAREJO;COMERCIO;NEGOCIAL;6.68;30-39;0.0;0.0
2721;2023-11-01;0.0;SOLTEIRO;M;NORTE;4.0;2140.0;8.0;13.0;ATACADO;SERVICOS;NEGOCIAL;30.66;40-49;;0.0
1721;2023-12-01;0.0;CASADO;M;SUDESTE;3.0;3340.0;5.0;0.0;VAREJO;INDUSTRIA;NEGOCIAL;33.32;30-39;;0.0
3503;2023-11-01;1.0;SOLTEIRO;M;SUDESTE;2.0;5230.0;6.0;10.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;82.9;20-29;;0.0
5516;2023-12-01;1.0;SEPARADO;F;SUDESTE;3.0;2820.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;7.28;60-69;;0.0
10690;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;1220.0;9.0;10.0;VAREJO;SERVICOS;ESTILO_B;23.93;40-49;;0.0
6911;2023-10-01;0.0;SOLTEIRO;M;NORTE;3.0;4420.0;2.0;7.0;ATACADO;INDUSTRIA;EXCLUSIVO_B;24.75;50-59;;0.0
7721;2023-10-01;0.0;VIUVO;F;SUDESTE;1.0;5440.0;12.0;19.0;ATACADO;SERVICOS;PRIVATE;157.23;70-79;;0.0
3886;2023-12-01;0.0;SOLTEIRO;F;NORDESTE;4.0;3400.0;4.0;2.0;ATACADO;INDUSTRIA;NEGOCIAL;49.44;20-29;;0.0
7497;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;3.0;2460.0;7.0;9.0;VAREJO;INDUSTRIA;NEGOCIAL;35.41;20-29;;0.0
2972;2023-12-01;;;;;;;19.0;59.0;ATACADO;SERVICOS;NEGOCIAL;290.13;;;
5518;2023-10-01;0.0;SEPARADO;M;NORDESTE;4.0;1220.0;1.0;11.0;VAREJO;INDUSTRIA;NEGOCIAL;236.2;60-69;;0.0
2115;2023-11-01;0.0;VIUVO;F;NORDESTE;2.0;6620.0;8.0;13.0;ATACADO;INDUSTRIA;NEGOCIAL;147.1;50-59;;0.0
7284;2023-10-01;0.0;CASADO;M;NORDESTE;2.0;590.0;7.0;41.0;ATACADO;SERVICOS;NEGOCIAL;170.89;70-79;;0.0
8224;2023-12-01;;;;;;;;;;;OUTROS;;;;
550;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;2.0;9530.0;12.0;14.0;VAREJO;SERVICOS;ESTILO_A;74.41;30-39;;0.0
9337;2023-12-01;1.0;CASADO;F;NORDESTE;4.0;2940.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;26.98;50-59;;0.0
3700;2023-12-01;;;;;;;21.0;40.0;ATACADO;SERVICOS;NEGOCIAL;278.93;;;
5069;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;3.0;1760.0;4.0;13.0;ATACADO;COMERCIO;EXCLUSIVO_B;32.59;30-39;;0.0
5473;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;3.0;3710.0;4.0;0.0;VAREJO;SERVICOS;NEGOCIAL;19.73;40-49;;0.0
169;2023-12-01;0.0;CASADO;M;SUDESTE;2.0;5350.0;14.0;14.0;ATACADO;SERVICOS;NEGOCIAL;144.62;30-39;;0.0
8313;2023-10-01;0.0;SOLTEIRO;M;NORDESTE;4.0;760.0;6.0;11.0;ATACADO;COMERCIO;ESTILO_B;18.42;30-39;;0.0
4553;2023-10-01;0.0;SOLTEIRO;F;SUL;4.0;800.0;5.0;5.0;VAREJO;SERVICOS;NEGOCIAL;9.6;10-19;;0.0
5490;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;3.0;3710.0;10.0;0.0;VAREJO;SERVICOS;NEGOCIAL;26.02;20-29;;0.0
7285;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;2.0;6600.0;7.0;4.0;ATACADO;SERVICOS;NEGOCIAL;154.94;20-29;;0.0
7998;2023-11-01;1.0;SOLTEIRO;F;CENTRO-OESTE;4.0;1600.0;5.0;11.0;ATACADO;INDUSTRIA;NEGOCIAL;11.4;40-49;;0.0
738;2023-10-01;0.0;SOLTEIRO;M;SUL;3.0;7920.0;8.0;1.0;ATACADO;INDUSTRIA;NEGOCIAL;44.88;30-39;;0.0
4818;2023-11-01;0.0;CASADO;F;NORDESTE;3.0;4850.0;9.0;8.0;VAREJO;SERVICOS;ESTILO_B;44.74;30-39;1.0;0.0
266;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;4.0;2090.0;4.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;11.35;20-29;0.0;0.0
2697;2023-10-01;0.0;CASADO;F;NORDESTE;3.0;2910.0;3.0;0.0;VAREJO;COMERCIO;NEGOCIAL;11.38;20-29;;0.0
6535;2023-10-01;1.0;SOLTEIRO;F;SUDESTE;2.0;3460.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;5.61;30-39;;0.0
211;2023-11-01;;;;;;;;;;;OUTROS;;;;
7589;2023-10-01;0.0;CASADO;F;SUDESTE;4.0;1290.0;3.0;13.0;ATACADO;INDUSTRIA;NEGOCIAL;6.94;30-39;;0.0
1488;2023-11-01;0.0;CASADO;M;CENTRO-OESTE;2.0;3050.0;6.0;23.0;VAREJO;SERVICOS;ESTILO_B;21.15;40-49;;0.0
920;2023-10-01;0.0;SOLTEIRO;M;CENTRO-OESTE;4.0;2070.0;8.0;0.0;ATACADO;COMERCIO;NEGOCIAL;26.65;10-19;;0.0
6829;2023-10-01;0.0;SOLTEIRO;F;SUDESTE;4.0;1440.0;8.0;12.0;ATACADO;COMERCIO;NEGOCIAL;170.56;40-49;;0.0
7466;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;4.0;2000.0;7.0;7.0;ATACADO;SERVICOS;NEGOCIAL;139.63;30-39;;0.0
6264;2023-10-01;0.0;CASADO;M;NORDESTE;1.0;9260.0;12.0;27.0;ATACADO;SERVICOS;ESTILO_A;40.81;60-69;;0.0
10404;2023-11-01;0.0;CASADO;F;SUDESTE;4.0;1920.0;7.0;15.0;ATACADO;SERVICOS;NEGOCIAL;37.12;50-59;;0.0
8855;2023-10-01;1.0;SOLTEIRO;M;SUDESTE;3.0;2110.0;4.0;13.0;VAREJO;SERVICOS;NEGOCIAL;7.86;30-39;;0.0
9539;2023-12-01;0.0;SOLTEIRO;M;SUL;2.0;6890.0;5.0;16.0;VAREJO;SERVICOS;NEGOCIAL;112.58;40-49;;0.0
6024;2023-11-01;1.0;SOLTEIRO;F;SUDESTE;4.0;2680.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;8.71;50-59;;0.0
3903;2023-10-01;1.0;SOLTEIRO;M;CENTRO-OESTE;4.0;3250.0;3.0;0.0;ATACADO;COMERCIO;NEGOCIAL;5.61;30-39;;0.0
9682;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;2510.0;10.0;19.0;VAREJO;SERVICOS;NEGOCIAL;26.11;50-59;;0.0
3341;2023-11-01;;;;;;;;;;;OUTROS;;;;
6111;2023-11-01;;;;;;;;;;;OUTROS;;;;
4784;2023-12-01;0.0;SOLTEIRO;M;CENTRO-OESTE;3.0;4280.0;11.0;10.0;ATACADO;INDUSTRIA;NEGOCIAL;47.6;30-39;;0.0
6848;2023-10-01;0.0;SOLTEIRO;M;SUL;3.0;2230.0;8.0;18.0;VAREJO;INDUSTRIA;NEGOCIAL;10.0;40-49;0.0;0.0
7221;2023-10-01;1.0;SOLTEIRO;M;SUL;2.0;4980.0;5.0;2.0;ATACADO;COMERCIO;NEGOCIAL;5.67;20-29;;0.0
10808;2023-12-01;;;;;;;5.0;13.0;VAREJO;SERVICOS;NEGOCIAL;11.62;;;
11046;2023-10-01;0.0;SOLTEIRO;F;NORDESTE;3.0;3410.0;10.0;17.0;ATACADO;INDUSTRIA;NEGOCIAL;56.83;30-39;0.0;0.0
2529;2023-11-01;0.0;SOLTEIRO;F;SUDESTE;3.0;3010.0;6.0;0.0;ATACADO;COMERCIO;NEGOCIAL;108.06;20-29;0.0;0.0
7671;2023-11-01;1.0;CASADO;M;SUDESTE;3.0;2460.0;4.0;1.0;ATACADO;SERVICOS;EXCLUSIVO_A;59.91;50-59;;0.0
8650;2023-12-01;0.0;SEPARADO;M;SUDESTE;2.0;4750.0;12.0;19.0;ATACADO;INDUSTRIA;NEGOCIAL;72.05;40-49;;0.0
3276;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;3.0;1870.0;9.0;3.0;VAREJO;SERVICOS;NEGOCIAL;86.32;40-49;;0.0
2450;2023-10-01;0.0;SOLTEIRO;F;NORTE;4.0;910.0;6.0;1.0;VAREJO;SERVICOS;EXCLUSIVO_A;20.66;10-19;;0.0
5994;2023-11-01;0.0;CASADO;M;NORDESTE;1.0;5560.0;14.0;34.0;VAREJO;SERVICOS;NEGOCIAL;245.45;70-79;0.0;0.0
4498;2023-12-01;0.0;SOLTEIRO;M;SUL;3.0;2650.0;10.0;1.0;ATACADO;SERVICOS;INVESTIDOR;123.31;20-29;0.0;0.0
1234;2023-11-01;0.0;SEPARADO;F;NORDESTE;3.0;1380.0;6.0;10.0;VAREJO;SERVICOS;AGRO;27.04;30-39;0.0;0.0
5520;2023-10-01;;;;;;;;;;;OUTROS;;;;
6084;2023-12-01;;;;;;;;;;;OUTROS;;;;
3443;2023-12-01;0.0;SOLTEIRO;F;SUL;4.0;2290.0;8.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;90.14;30-39;10.0;1.0
831;2023-10-01;0.0;SOLTEIRO;M;SUL;4.0;3490.0;3.0;5.0;ATACADO;INDUSTRIA;NEGOCIAL;9.17;20-29;;0.0
9346;2023-12-01;1.0;CASADO;M;SUDESTE;3.0;4130.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;11.37;30-39;12.0;1.0
10081;2023-12-01;0.0;SOLTEIRO;F;SUL;1.0;9730.0;14.0;11.0;VAREJO;SERVICOS;NEGOCIAL;106.0;30-39;;0.0
11059;2023-11-01;0.0;SOLTEIRO;F;NORDESTE;2.0;1000.0;3.0;0.0;ATACADO;COMERCIO;NEGOCIAL;18.09;10-19;;0.0
5195;2023-11-01;0.0;CASADO;M;SUDESTE;4.0;690.0;4.0;34.0;ATACADO;SERVICOS;NEGOCIAL;18.47;70-79;;0.0
10910;2023-12-01;0.0;CASADO;M;SUDESTE;1.0;9750.0;13.0;52.0;ATACADO;SERVICOS;NEGOCIAL;223.16;70-79;;0.0
5472;2023-12-01;0.0;SOLTEIRO;M;SUDESTE;1.0;6120.0;26.0;15.0;VAREJO;SERVICOS;NEGOCIAL;169.73;40-49;;0.0
5937;2023-11-01;0.0;CASADO;M;SUDESTE;4.0;2170.0;10.0;13.0;ATACADO;SERVICOS;NEGOCIAL;118.83;30-39;;0.0
10685;2023-12-01;;;;;;;;;;;OUTROS;;;;
9735;2023-12-01;0.0;SOLTEIRO;F;CENTRO-OESTE;1.0;5950.0;5.0;1.0;ATACADO;SERVICOS;PERSONALIZADO;136.52;20-29;;0.0
4071;2023-11-01;1.0;SOLTEIRO;M;SUDESTE;2.0;6060.0;9.0;13.0;VAREJO;SERVICOS;PERSONALIZADO;32.66;40-49;;0.0
8832;2023-12-01;1.0;SOLTEIRO;M;SUDESTE;1.0;8960.0;8.0;13.0;ATACADO;COMERCIO;NEGOCIAL;30.69;30-39;;0.0
9276;2023-11-01;1.0;SOLTEIRO;M;CENTRO-OESTE;2.0;4630.0;3.0;0.0;VAREJO;SERVICOS;NEGOCIAL;11.13;20-29;;0.0
835;2023-10-01;1.0;SOLTEIRO;M;SUDESTE;2.0;5100.0;3.0;1.0;ATACADO;INDUSTRIA;NEGOCIAL;5.61;20-29;;0.0
3264;2023-12-01;0.0;SOLTEIRO;M;CENTRO-OESTE;3.0;3990.0;7.0;22.0;ATACADO;SERVICOS;EXCLUSIVO_B;56.04;50-59;;0.0
3773;2023-12-01;0.0;SOLTEIRO;M;NORDESTE;4.0;760.0;4.0;0.0;VAREJO;COMERCIO;EXCLUSIVO_B;10.73;10-19;0.0;0.0
1195;2023-10-01;0.0;CASADO;F;SUL;2.0;1820.0;7.0;33.0;ATACADO;SERVICOS;NEGOCIAL;54.53;50-59;;0.0
7189;2023-12-01;0.0;SOLTEIRO;F;SUDESTE;4.0;2920.0;4.0;0.0;ATACADO;SERVICOS;NEGOCIAL;125.21;20-29;;0.0
8579;2023-10-01;1.0;SEPARADO;F;SUL;3.0;1550.0;2.0;12.0;ATACADO;SERVICOS;NEGOCIAL;5.66;30-39;0.0;0.0
3041;2023-12-01;;;;;;;27.0;27.0;ATACADO;SERVICOS;NEGOCIAL;260.17;;;
8330;2023-10-01;0.0;CASADO;M;SUDESTE;1.0;9310.0;18.0;21.0;ATACADO;SERVICOS;NEGOCIAL;131.06;60-69;0.0;0.0
4698;2023-10-01;0.0;SOLTEIRO;M;SUL;3.0;3400.0;9.0;2.0;ATACADO;SERVICOS;NEGOCIAL;29.54;20-29;;0.0
6862;2023-11-01;0.0;SEPARADO;F;NORTE;1.0;8800.0;20.0;35.0;ATACADO;SERVICOS;NEGOCIAL;288.38;60-69;0.0;0.0
1440;2023-10-01;1.0;SOLTEIRO;M;CENTRO-OESTE;3.0;1810.0;3.0;0.0;ATACADO;INDUSTRIA;NEGOCIAL;9.87;20-29;;0.0
7037;2023-11-01;0.0;CASADO;F;SUL;2.0;9400.0;14.0;26.0;ATACADO;SERVICOS;NEGOCIAL;140.36;40-49;;0.0
2031;2023-12-01;0.0;SOLTEIRO;F;CENTRO-OESTE;3.0;2690.0;8.0;9.0;ATACADO;INDUSTRIA;NEGOCIAL;63.29;20-29;;0.0
1644;2023-11-01;0.0;SOLTEIRO;M;NORTE;2.0;5290.0;10.0;20.0;VAREJO;SERVICOS;NEGOCIAL;28.77;40-49;0.0;0.0
2524;2023-11-01;0.0;SOLTEIRO;M;SUDESTE;3.0;4330.0;13.0;6.0;ATACADO;COMERCIO;EXCLUSIVO_A;67.39;40-49;0.0;0.0
8765;2023-11-01;0.0;SOLTEIRO;M;NORDESTE;4.0;2130.0;8.0;6.0;ATACADO;INDUSTRIA;NEGOCIAL;28.09;30-39;;0.0
4053;2023-10-01;0.0;SOLTEIRO;M;SUL;3.0;1450.0;7.0;5.0;ATACADO;SERVICOS;NEGOCIAL;58.45;30-39;;0.0
937;2023-10-01;;;;;;;15.0;20.0;VAREJO;INDUSTRIA;NEGOCIAL;97.15;;;
1706;2023-12-01;0.0;SOLTEIRO;F;SUDESTE;1.0;6710.0;6.0;1.0;ATACADO;SERVICOS;INVESTIDOR;212.54;50-59;;0.0
